"COMMUNITY AREA","YEAR","VALUE","GI_VAR"
"43. South Shore","1980",1.17952741725943,"Pct Hispanic"
"43. South Shore","1990",0.807906757481672,"Pct Hispanic"
"43. South Shore","2000",1,"Pct Hispanic"
"43. South Shore","2010",1.7174028504861,"Pct Hispanic"
"43. South Shore","2008 - 2012",1.44131633211295,"Pct Hispanic"
"43. South Shore","2013 - 2017",1.18608057096887,"Pct Hispanic"
"44. Chatham","1970",1.1,"Pct Hispanic"
"44. Chatham","1980",0.665438919582566,"Pct Hispanic"
"44. Chatham","1990",0.538350689252019,"Pct Hispanic"
"44. Chatham","2000",0.6,"Pct Hispanic"
"44. Chatham","2010",1.00232048472348,"Pct Hispanic"
"44. Chatham","2008 - 2012",0.475273733606064,"Pct Hispanic"
"44. Chatham","2013 - 2017",1.23909755077082,"Pct Hispanic"
"45. Avalon Park","1970",2,"Pct Hispanic"
"45. Avalon Park","1980",0.790313225058005,"Pct Hispanic"
"45. Avalon Park","1990",0.691657416104517,"Pct Hispanic"
"45. Avalon Park","2000",0.8,"Pct Hispanic"
"45. Avalon Park","2010",1.50220913107511,"Pct Hispanic"
"45. Avalon Park","2008 - 2012",0.301549339710929,"Pct Hispanic"
"45. Avalon Park","2013 - 2017",0.657763603747259,"Pct Hispanic"
"46. South Chicago","1970",26.1,"Pct Hispanic"
"46. South Chicago","1980",39.2680194735255,"Pct Hispanic"
"46. South Chicago","1990",33.4608593290171,"Pct Hispanic"
"46. South Chicago","2000",27.4,"Pct Hispanic"
"46. South Chicago","2010",21.7129303160459,"Pct Hispanic"
"46. South Chicago","2008 - 2012",23.6336479054926,"Pct Hispanic"
"46. South Chicago","2013 - 2017",20.8222764745427,"Pct Hispanic"
"47. Burnside","1970",7.9,"Pct Hispanic"
"47. Burnside","1980",2.53678335870117,"Pct Hispanic"
"47. Burnside","1990",0.482800241400121,"Pct Hispanic"
"47. Burnside","2000",1,"Pct Hispanic"
"47. Burnside","2010",0.685871056241427,"Pct Hispanic"
"47. Burnside","2008 - 2012",0,"Pct Hispanic"
"47. Burnside","2013 - 2017",1.46406388642413,"Pct Hispanic"
"48. Calumet Heights","1970",8.1,"Pct Hispanic"
"48. Calumet Heights","1980",7.22262862716411,"Pct Hispanic"
"48. Calumet Heights","1990",5.27130006302641,"Pct Hispanic"
"48. Calumet Heights","2000",4.7,"Pct Hispanic"
"48. Calumet Heights","2010",4.11960613958876,"Pct Hispanic"
"48. Calumet Heights","2008 - 2012",4.17883465442915,"Pct Hispanic"
"48. Calumet Heights","2013 - 2017",3.46527145890203,"Pct Hispanic"
"49. Roseland","1970",1.9,"Pct Hispanic"
"49. Roseland","1980",0.854408749145591,"Pct Hispanic"
"49. Roseland","1990",0.500947019984777,"Pct Hispanic"
"49. Roseland","2000",0.7,"Pct Hispanic"
"49. Roseland","2010",1.02646854479034,"Pct Hispanic"
"49. Roseland","2008 - 2012",0.788340510102683,"Pct Hispanic"
"49. Roseland","2013 - 2017",1.29144769401174,"Pct Hispanic"
"50. Pullman","1970",2.7,"Pct Hispanic"
"50. Pullman","1980",6.20829706991587,"Pct Hispanic"
"50. Pullman","1990",8.34760273972603,"Pct Hispanic"
"50. Pullman","2000",8.9,"Pct Hispanic"
"50. Pullman","2010",7.79522184300341,"Pct Hispanic"
"50. Pullman","2008 - 2012",7.5599008537593,"Pct Hispanic"
"50. Pullman","2013 - 2017",4.64237108725238,"Pct Hispanic"
"51. South Deering","1970",16.7,"Pct Hispanic"
"51. South Deering","1980",24.5515463917526,"Pct Hispanic"
"51. South Deering","1990",28.3751056040552,"Pct Hispanic"
"51. South Deering","2000",30.5,"Pct Hispanic"
"51. South Deering","2010",31.8287113640876,"Pct Hispanic"
"51. South Deering","2008 - 2012",31.6083916083916,"Pct Hispanic"
"51. South Deering","2013 - 2017",31.4150814287669,"Pct Hispanic"
"52. East Side","1970",3.3,"Pct Hispanic"
"52. East Side","1980",12.554498148235,"Pct Hispanic"
"52. East Side","1990",39.9853300733496,"Pct Hispanic"
"52. East Side","2000",68.1,"Pct Hispanic"
"52. East Side","2010",78.4480513844284,"Pct Hispanic"
"52. East Side","2008 - 2012",79.1002253688821,"Pct Hispanic"
"52. East Side","2013 - 2017",80.4215220226326,"Pct Hispanic"
"53. West Pullman","1970",3.7,"Pct Hispanic"
"53. West Pullman","1980",5.14208088366293,"Pct Hispanic"
"53. West Pullman","1990",4.44461175525774,"Pct Hispanic"
"53. West Pullman","2000",4.6,"Pct Hispanic"
"53. West Pullman","2010",5.09109311740891,"Pct Hispanic"
"53. West Pullman","2008 - 2012",4.14190893017594,"Pct Hispanic"
"53. West Pullman","2013 - 2017",5.48954681210232,"Pct Hispanic"
"54. Riverdale","1970",1,"Pct Hispanic"
"54. Riverdale","1980",1.29994829751089,"Pct Hispanic"
"54. Riverdale","1990",1.38619351261436,"Pct Hispanic"
"54. Riverdale","2000",1.6,"Pct Hispanic"
"54. Riverdale","2010",2.03640851589016,"Pct Hispanic"
"54. Riverdale","2008 - 2012",1.9941348973607,"Pct Hispanic"
"54. Riverdale","2013 - 2017",4.13849066810928,"Pct Hispanic"
"55. Hegewisch","1970",3.5,"Pct Hispanic"
"55. Hegewisch","1980",6.20463187003111,"Pct Hispanic"
"55. Hegewisch","1990",12.7269139700079,"Pct Hispanic"
"55. Hegewisch","2000",28.8,"Pct Hispanic"
"55. Hegewisch","2010",49.5544239338001,"Pct Hispanic"
"55. Hegewisch","2008 - 2012",50.8359559402046,"Pct Hispanic"
"55. Hegewisch","2013 - 2017",57.3316283034953,"Pct Hispanic"
"56. Garfield Ridge","1970",2.3,"Pct Hispanic"
"56. Garfield Ridge","1980",4.12811387900356,"Pct Hispanic"
"56. Garfield Ridge","1990",7.39071521149994,"Pct Hispanic"
"56. Garfield Ridge","2000",16.5,"Pct Hispanic"
"56. Garfield Ridge","2010",39.1591574189436,"Pct Hispanic"
"56. Garfield Ridge","2008 - 2012",38.8450206246317,"Pct Hispanic"
"56. Garfield Ridge","2013 - 2017",49.0837265444969,"Pct Hispanic"
"57. Archer Heights","1970",1.6,"Pct Hispanic"
"57. Archer Heights","1980",3.64647713226205,"Pct Hispanic"
"57. Archer Heights","1990",8.44261406741086,"Pct Hispanic"
"57. Archer Heights","2000",43.4,"Pct Hispanic"
"57. Archer Heights","2010",76.0247890689166,"Pct Hispanic"
"57. Archer Heights","2008 - 2012",73.931814798273,"Pct Hispanic"
"57. Archer Heights","2013 - 2017",77.4622218847293,"Pct Hispanic"
"58. Brighton Park","1970",6.5,"Pct Hispanic"
"58. Brighton Park","1980",14.7513812154696,"Pct Hispanic"
"58. Brighton Park","1990",37.3955972304158,"Pct Hispanic"
"58. Brighton Park","2000",76.6,"Pct Hispanic"
"58. Brighton Park","2010",85.2869864221478,"Pct Hispanic"
"58. Brighton Park","2008 - 2012",84.2688230497418,"Pct Hispanic"
"58. Brighton Park","2013 - 2017",83.2370071184701,"Pct Hispanic"
"59. McKinley Park","1970",6.2,"Pct Hispanic"
"59. McKinley Park","1980",16.0703502415459,"Pct Hispanic"
"59. McKinley Park","1990",39.5201925246296,"Pct Hispanic"
"59. McKinley Park","2000",61.5,"Pct Hispanic"
"59. McKinley Park","2010",64.7642838841916,"Pct Hispanic"
"59. McKinley Park","2008 - 2012",62.0177680418644,"Pct Hispanic"
"59. McKinley Park","2013 - 2017",60.5695439842709,"Pct Hispanic"
"60. Bridgeport","1970",12.6,"Pct Hispanic"
"60. Bridgeport","1980",21.2915952527245,"Pct Hispanic"
"60. Bridgeport","1990",26.0936506342672,"Pct Hispanic"
"60. Bridgeport","2000",30.2,"Pct Hispanic"
"60. Bridgeport","2010",26.9787659880539,"Pct Hispanic"
"60. Bridgeport","2008 - 2012",28.5661424606846,"Pct Hispanic"
"60. Bridgeport","2013 - 2017",23.9583333333333,"Pct Hispanic"
"61. New City","1970",12.8,"Pct Hispanic"
"61. New City","1980",35.7053347654851,"Pct Hispanic"
"61. New City","1990",39.2777965655882,"Pct Hispanic"
"61. New City","2000",50.2,"Pct Hispanic"
"61. New City","2010",57.3067129368817,"Pct Hispanic"
"61. New City","2008 - 2012",53.4661695205073,"Pct Hispanic"
"61. New City","2013 - 2017",61.9179740705241,"Pct Hispanic"
"62. West Elsdon","1970",2,"Pct Hispanic"
"62. West Elsdon","1980",2.32085645073064,"Pct Hispanic"
"62. West Elsdon","1990",9.25322028371107,"Pct Hispanic"
"62. West Elsdon","2000",49.5,"Pct Hispanic"
"62. West Elsdon","2010",79.0435694958308,"Pct Hispanic"
"62. West Elsdon","2008 - 2012",78.0347734457324,"Pct Hispanic"
"62. West Elsdon","2013 - 2017",82.3529411764706,"Pct Hispanic"
"63. Gage Park","1970",1.4,"Pct Hispanic"
"63. Gage Park","1980",11.0492943342197,"Pct Hispanic"
"63. Gage Park","1990",39.2254330971547,"Pct Hispanic"
"63. Gage Park","2000",79.3,"Pct Hispanic"
"63. Gage Park","2010",89.2089035945255,"Pct Hispanic"
"63. Gage Park","2008 - 2012",89.7802086498531,"Pct Hispanic"
"63. Gage Park","2013 - 2017",92.1366183054828,"Pct Hispanic"
"64. Clearing","1970",2.7,"Pct Hispanic"
"64. Clearing","1980",4.05596882748849,"Pct Hispanic"
"64. Clearing","1990",7.51512331316892,"Pct Hispanic"
"64. Clearing","2000",21,"Pct Hispanic"
"64. Clearing","2010",45.3087860322399,"Pct Hispanic"
"64. Clearing","2008 - 2012",46.0468392322592,"Pct Hispanic"
"64. Clearing","2013 - 2017",52.9064153566877,"Pct Hispanic"
"65. West Lawn","1970",0.5,"Pct Hispanic"
"65. West Lawn","1980",2.42039760788751,"Pct Hispanic"
"65. West Lawn","1990",10.7640372617725,"Pct Hispanic"
"65. West Lawn","2000",51.9,"Pct Hispanic"
"65. West Lawn","2010",79.9550292309999,"Pct Hispanic"
"65. West Lawn","2008 - 2012",79.144157814871,"Pct Hispanic"
"65. West Lawn","2013 - 2017",80.5424670774435,"Pct Hispanic"
"66. Chicago Lawn","1970",1.1,"Pct Hispanic"
"66. Chicago Lawn","1980",10.6081429307679,"Pct Hispanic"
"66. Chicago Lawn","1990",28.3921706379408,"Pct Hispanic"
"66. Chicago Lawn","2000",35.1,"Pct Hispanic"
"66. Chicago Lawn","2010",45.1948658948731,"Pct Hispanic"
"66. Chicago Lawn","2008 - 2012",41.7483168208441,"Pct Hispanic"
"66. Chicago Lawn","2013 - 2017",49.5724886059739,"Pct Hispanic"
"67. West Englewood","1970",3.2,"Pct Hispanic"
"67. West Englewood","1980",1.10522160821022,"Pct Hispanic"
"67. West Englewood","1990",0.62722655953915,"Pct Hispanic"
"67. West Englewood","2000",1,"Pct Hispanic"
"67. West Englewood","2010",2.17997465145754,"Pct Hispanic"
"67. West Englewood","2008 - 2012",2.56134187113957,"Pct Hispanic"
"67. West Englewood","2013 - 2017",6.40850011694343,"Pct Hispanic"
"68. Englewood","1970",1.9,"Pct Hispanic"
"68. Englewood","1980",0.841303427845958,"Pct Hispanic"
"68. Englewood","1990",0.47693768840071,"Pct Hispanic"
"68. Englewood","2000",0.9,"Pct Hispanic"
"68. Englewood","2010",1.06022052586938,"Pct Hispanic"
"68. Englewood","2008 - 2012",0.954066056064391,"Pct Hispanic"
"68. Englewood","2013 - 2017",3.36191425722831,"Pct Hispanic"
"69. Greater Grand Crossing","1970",0.9,"Pct Hispanic"
"69. Greater Grand Crossing","1980",0.588261311866956,"Pct Hispanic"
"69. Greater Grand Crossing","1990",0.489079805403167,"Pct Hispanic"
"69. Greater Grand Crossing","2000",0.7,"Pct Hispanic"
"69. Greater Grand Crossing","2010",1.19011103613275,"Pct Hispanic"
"69. Greater Grand Crossing","2008 - 2012",1.37194658230158,"Pct Hispanic"
"69. Greater Grand Crossing","2013 - 2017",1.41660895296858,"Pct Hispanic"
"70. Ashburn","1970",1.2,"Pct Hispanic"
"70. Ashburn","1980",2.23583763618845,"Pct Hispanic"
"70. Ashburn","1990",6.28437398900032,"Pct Hispanic"
"70. Ashburn","2000",16.9,"Pct Hispanic"
"70. Ashburn","2010",36.8345463839731,"Pct Hispanic"
"70. Ashburn","2008 - 2012",30.7282415630551,"Pct Hispanic"
"70. Ashburn","2013 - 2017",38.646328096456,"Pct Hispanic"
"71. Auburn Gresham","1970",1.3,"Pct Hispanic"
"71. Auburn Gresham","1980",0.710864091383652,"Pct Hispanic"
"71. Auburn Gresham","1990",0.341091492776886,"Pct Hispanic"
"71. Auburn Gresham","2000",0.6,"Pct Hispanic"
"71. Auburn Gresham","2010",0.941673676220175,"Pct Hispanic"
"71. Auburn Gresham","2008 - 2012",0.97513801023492,"Pct Hispanic"
"71. Auburn Gresham","2013 - 2017",1.8626561216993,"Pct Hispanic"
"72. Beverly","1970",0.5,"Pct Hispanic"
"72. Beverly","1980",1.31849315068493,"Pct Hispanic"
"72. Beverly","1990",1.75563993745812,"Pct Hispanic"
"72. Beverly","2000",2.9,"Pct Hispanic"
"72. Beverly","2010",4.56723569931117,"Pct Hispanic"
"72. Beverly","2008 - 2012",5.14463393950815,"Pct Hispanic"
"72. Beverly","2013 - 2017",5.25886082028624,"Pct Hispanic"
"73. Washington Heights","1970",1.6,"Pct Hispanic"
"73. Washington Heights","1980",0.485556744300881,"Pct Hispanic"
"73. Washington Heights","1990",0.435946939029707,"Pct Hispanic"
"73. Washington Heights","2000",0.8,"Pct Hispanic"
"73. Washington Heights","2010",0.973842146982222,"Pct Hispanic"
"73. Washington Heights","2008 - 2012",0.726336420583375,"Pct Hispanic"
"73. Washington Heights","2013 - 2017",0.783156667759443,"Pct Hispanic"
"74. Mount Greenwood","1970",0.2,"Pct Hispanic"
"74. Mount Greenwood","1980",0.766779525990838,"Pct Hispanic"
"74. Mount Greenwood","1990",1.88748109911883,"Pct Hispanic"
"74. Mount Greenwood","2000",3.8,"Pct Hispanic"
"74. Mount Greenwood","2010",7.23825485780129,"Pct Hispanic"
"74. Mount Greenwood","2008 - 2012",5.07171853856563,"Pct Hispanic"
"74. Mount Greenwood","2013 - 2017",8.5697982051149,"Pct Hispanic"
"75. Morgan Park","1970",0.6,"Pct Hispanic"
"75. Morgan Park","1980",0.955142418557053,"Pct Hispanic"
"75. Morgan Park","1990",1.2715033657442,"Pct Hispanic"
"75. Morgan Park","2000",2.1,"Pct Hispanic"
"75. Morgan Park","2010",3.14223135736133,"Pct Hispanic"
"75. Morgan Park","2008 - 2012",2.28825889511044,"Pct Hispanic"
"75. Morgan Park","2013 - 2017",3.7586592178771,"Pct Hispanic"
"76. O'Hare","1970",1.7,"Pct Hispanic"
"76. O'Hare","1980",2.60209613299602,"Pct Hispanic"
"76. O'Hare","1990",4.63724088634739,"Pct Hispanic"
"76. O'Hare","2000",6.5,"Pct Hispanic"
"76. O'Hare","2010",10.2854614895459,"Pct Hispanic"
"76. O'Hare","2008 - 2012",13.8035450516987,"Pct Hispanic"
"76. O'Hare","2013 - 2017",6.42557047532746,"Pct Hispanic"
"77. Edgewater","1970",7.9,"Pct Hispanic"
"77. Edgewater","1980",13.3279827871792,"Pct Hispanic"
"77. Edgewater","1990",17.4077063736553,"Pct Hispanic"
"77. Edgewater","2000",19.6,"Pct Hispanic"
"77. Edgewater","2010",16.4859078926417,"Pct Hispanic"
"77. Edgewater","2008 - 2012",16.2994957800951,"Pct Hispanic"
"77. Edgewater","2013 - 2017",16.663986420084,"Pct Hispanic"
"City of Chicago","1970",10.5449730942889,"Pct Elderly"
"City of Chicago","1980",11.4,"Pct Elderly"
"City of Chicago","1990",11.9,"Pct Elderly"
"City of Chicago","2000",10.3,"Pct Elderly"
"City of Chicago","2010",10.3,"Pct Elderly"
"City of Chicago","2008 - 2012",10.5,"Pct Elderly"
"City of Chicago","2013 - 2017",11.6617803808585,"Pct Elderly"
"1. Rogers Park","1970",15.6086005231382,"Pct Elderly"
"1. Rogers Park","1980",14.9608284556506,"Pct Elderly"
"1. Rogers Park","1990",9.28483884858723,"Pct Elderly"
"1. Rogers Park","2000",7,"Pct Elderly"
"1. Rogers Park","2010",7.72187631384012,"Pct Elderly"
"1. Rogers Park","2008 - 2012",7.51924112649629,"Pct Elderly"
"1. Rogers Park","2013 - 2017",8.73379099923722,"Pct Elderly"
"2. West Ridge","1970",16.3559114806211,"Pct Elderly"
"2. West Ridge","1980",22.6766346578547,"Pct Elderly"
"2. West Ridge","1990",19.165111512222,"Pct Elderly"
"2. West Ridge","2000",13.6,"Pct Elderly"
"2. West Ridge","2010",11.4328208834895,"Pct Elderly"
"2. West Ridge","2008 - 2012",12.6219388101214,"Pct Elderly"
"2. West Ridge","2013 - 2017",12.786196942859,"Pct Elderly"
"3. Uptown","1970",15.6,"Pct Elderly"
"3. Uptown","1980",13.8789704101593,"Pct Elderly"
"3. Uptown","1990",12.2824605648585,"Pct Elderly"
"3. Uptown","2000",11.2,"Pct Elderly"
"3. Uptown","2010",10.3598168979099,"Pct Elderly"
"3. Uptown","2008 - 2012",10.3063914901355,"Pct Elderly"
"3. Uptown","2013 - 2017",12.2626050057786,"Pct Elderly"
"4. Lincoln Square","1970",17.2771250863856,"Pct Elderly"
"4. Lincoln Square","1980",17.9801610774901,"Pct Elderly"
"4. Lincoln Square","1990",13.6374774453677,"Pct Elderly"
"4. Lincoln Square","2000",10.2,"Pct Elderly"
"4. Lincoln Square","2010",8.56101081204264,"Pct Elderly"
"4. Lincoln Square","2008 - 2012",9.12951167728238,"Pct Elderly"
"4. Lincoln Square","2013 - 2017",9.19333573055256,"Pct Elderly"
"5. North Center","1970",14.1766049226085,"Pct Elderly"
"5. North Center","1980",13.61167202298,"Pct Elderly"
"5. North Center","1990",11.3813995758861,"Pct Elderly"
"5. North Center","2000",8.5,"Pct Elderly"
"5. North Center","2010",7.10139015282267,"Pct Elderly"
"5. North Center","2008 - 2012",7.48399066371417,"Pct Elderly"
"5. North Center","2013 - 2017",8.26510939115371,"Pct Elderly"
"6. Lake View","1970",15.4,"Pct Elderly"
"6. Lake View","1980",14.7684041058665,"Pct Elderly"
"6. Lake View","1990",10.7249178851161,"Pct Elderly"
"6. Lake View","2000",8.1,"Pct Elderly"
"6. Lake View","2010",7.25775686673449,"Pct Elderly"
"6. Lake View","2008 - 2012",6.81071898403754,"Pct Elderly"
"6. Lake View","2013 - 2017",8.04518761819449,"Pct Elderly"
"7. Lincoln Park","1970",11.1160555357779,"Pct Elderly"
"7. Lincoln Park","1980",9.94470304133273,"Pct Elderly"
"7. Lincoln Park","1990",7.7653375237347,"Pct Elderly"
"7. Lincoln Park","2000",6.6,"Pct Elderly"
"7. Lincoln Park","2010",7.90910225216795,"Pct Elderly"
"7. Lincoln Park","2008 - 2012",7.71456421840912,"Pct Elderly"
"7. Lincoln Park","2013 - 2017",9.01639344262295,"Pct Elderly"
"8. Near North Side","1970",12.1020649219428,"Pct Elderly"
"8. Near North Side","1980",13.009364717793,"Pct Elderly"
"8. Near North Side","1990",13.0422329015627,"Pct Elderly"
"8. Near North Side","2000",11.9,"Pct Elderly"
"8. Near North Side","2010",12.8461236762976,"Pct Elderly"
"8. Near North Side","2008 - 2012",15.3149684534751,"Pct Elderly"
"8. Near North Side","2013 - 2017",15.931513167516,"Pct Elderly"
"9. Edison Park","1970",13.4581980212975,"Pct Elderly"
"9. Edison Park","1980",18.6401220197479,"Pct Elderly"
"9. Edison Park","1990",22.501312795379,"Pct Elderly"
"9. Edison Park","2000",20.1,"Pct Elderly"
"9. Edison Park","2010",16.3213120536108,"Pct Elderly"
"9. Edison Park","2008 - 2012",14.9691496020746,"Pct Elderly"
"9. Edison Park","2013 - 2017",15.4768995150174,"Pct Elderly"
"10. Norwood Park","1970",12.4273794438999,"Pct Elderly"
"10. Norwood Park","1980",19.307625970186,"Pct Elderly"
"10. Norwood Park","1990",24.6560089079774,"Pct Elderly"
"10. Norwood Park","2000",23,"Pct Elderly"
"10. Norwood Park","2010",19.4926786783517,"Pct Elderly"
"10. Norwood Park","2008 - 2012",19.7412657002232,"Pct Elderly"
"10. Norwood Park","2013 - 2017",19.2549274420619,"Pct Elderly"
"11. Jefferson Park","1970",14.5610278372591,"Pct Elderly"
"11. Jefferson Park","1980",20.4165480209901,"Pct Elderly"
"11. Jefferson Park","1990",22.4702947270498,"Pct Elderly"
"11. Jefferson Park","2000",17.7,"Pct Elderly"
"11. Jefferson Park","2010",14.4922980194907,"Pct Elderly"
"11. Jefferson Park","2008 - 2012",13.8433379403085,"Pct Elderly"
"11. Jefferson Park","2013 - 2017",16.0138764547896,"Pct Elderly"
"12. Forest Glen","1970",14.3587745360674,"Pct Elderly"
"12. Forest Glen","1980",19.0300668737823,"Pct Elderly"
"12. Forest Glen","1990",20.5380911922968,"Pct Elderly"
"12. Forest Glen","2000",17.8,"Pct Elderly"
"12. Forest Glen","2010",16.6900799654204,"Pct Elderly"
"12. Forest Glen","2008 - 2012",16.5731852011649,"Pct Elderly"
"12. Forest Glen","2013 - 2017",17.7817550139496,"Pct Elderly"
"13. North Park","1970",15.2283050442266,"Pct Elderly"
"13. North Park","1980",17.9467033326786,"Pct Elderly"
"13. North Park","1990",17.5843803892584,"Pct Elderly"
"13. North Park","2000",15,"Pct Elderly"
"13. North Park","2010",18.1975349952596,"Pct Elderly"
"13. North Park","2008 - 2012",16.3349164843375,"Pct Elderly"
"13. North Park","2013 - 2017",20.5551427661607,"Pct Elderly"
"14. Albany Park","1970",13.0574195192389,"Pct Elderly"
"14. Albany Park","1980",11.1405317417254,"Pct Elderly"
"14. Albany Park","1990",8.84022544999091,"Pct Elderly"
"14. Albany Park","2000",7.4,"Pct Elderly"
"14. Albany Park","2010",7.71603740638702,"Pct Elderly"
"14. Albany Park","2008 - 2012",7.23787965935024,"Pct Elderly"
"14. Albany Park","2013 - 2017",9.366825665487,"Pct Elderly"
"15. Portage Park","1970",15.3911457678279,"Pct Elderly"
"15. Portage Park","1980",19.0604892849047,"Pct Elderly"
"15. Portage Park","1990",18.4683170244015,"Pct Elderly"
"15. Portage Park","2000",12.9,"Pct Elderly"
"15. Portage Park","2010",10.8508514752667,"Pct Elderly"
"15. Portage Park","2008 - 2012",11.0312956821075,"Pct Elderly"
"15. Portage Park","2013 - 2017",12.1515090261689,"Pct Elderly"
"16. Irving Park","1970",14.0127504553734,"Pct Elderly"
"16. Irving Park","1980",15.5913435308857,"Pct Elderly"
"16. Irving Park","1990",12.9647720249606,"Pct Elderly"
"16. Irving Park","2000",9,"Pct Elderly"
"16. Irving Park","2010",8.60960662681085,"Pct Elderly"
"16. Irving Park","2008 - 2012",8.51308548475572,"Pct Elderly"
"16. Irving Park","2013 - 2017",9.43119803684577,"Pct Elderly"
"17. Dunning","1970",13.1042502736228,"Pct Elderly"
"17. Dunning","1980",18.2884310618067,"Pct Elderly"
